ENTITIES,GROUPS,FAMILY,CROSS SECTION mm,Fixation,SPOOL TYPE,RM,LME PROJECTS,MATCH,Month,Month Name,QTY_Km,RC_Needs_Kg,CC_Needs_Kg,ES_mm,AV_INDEX,TOTAL_AMOUNT,LME_SALES_avg,BASIC_LME_avg,UNIT_PRICE_avg,AV_avg
COFICAB Maroc,WAGNER,FLCUSN03RY,13,M-1,PRODUCED,PVC2035T,"LME Cash M-1 + 315$ + 1% + 121,3€",162FLCUSN03RY0013,1,Jan,49.772,58.718007164527975,62.215,6.4703599999999994,574.8666000000001,1232.7765402460009,10.574780040922619,10.08095,24.768475051153274,11.55
COFICAB Maroc,YAZAKI,A3Z       ,35,3M-2,PRODUCED,PPZH-S,LME Cash 3M-2 ( RSA ) + Copper Surcharge 373€/T,10A3Z       0035,1,Jan,12043.048,34681.776192635036,36731.2964,4215.0668,109471.30632,441228.3754048,9.032,8.659,36.6376,9.09
COFICAB Maroc,YAZAKI,A3Z       ,50,3M-2,PRODUCED,PPZH-S,LME Cash 3M-2 ( RSA ) + Copper Surcharge 373€/T,10A3Z       0050,1,Jan,8422.18,35609.083391885615,37899.81,4211.09,88432.89,430743.97392,9.032,8.659,51.144,10.5
COFICAB Maroc,YAZAKI,A3Z       ,75,3M-2,PRODUCED,PPZH-S,LME Cash 3M-2 ( RSA ) + Copper Surcharge 373€/T,10A3Z       0075,1,Jan,2685.41,16997.23170300757,18260.788,2014.0575,36226.1809,201157.618116,9.032,8.659,74.9076,13.49
COFICAB Maroc,YAZAKI,A3Z       ,100,3M-2,PRODUCED,PPZH-S,LME Cash 3M-2 ( RSA ) + Copper Surcharge 373€/T,10A3Z       0100,1,Jan,1019.368,8575.677115022669,8766.5648,1019.368,17431.1928,96610.8060736,9.032,8.659,94.77520000000003,17.1
COFICAB Maroc,YAZAKI,A3Z       ,150,3M-2,PRODUCED,PPZH-M,LME Cash 3M-2 ( RSA ) + Copper Surcharge 373€/T,10A3Z       0150,1,Jan,837.73,10272.352697489228,10764.8305,1256.595,18966.2072,116194.156276,9.032,8.659,138.7012,22.64
COFICAB Maroc,YAZAKI,A3Z       ,200,3M-2,PRODUCED,PPZH-M,LME Cash 3M-2 ( RSA ) + Copper Surcharge 373€/T,10A3Z       0200,1,Jan,404.023,6646.9800791090875,6767.38525,808.046,10666.207199999999,71789.23077800001,9.032,8.659,177.686,26.4
COFICAB Maroc,YAZAKI,A3Z       ,250,3M-2,PRODUCED,PPZH-M,LME Cash 3M-2 ( RSA ) + Copper Surcharge 373€/T,10A3Z       0250,1,Jan,1121.62,22888.323151156186,25404.693,2804.05,32885.8984,262341.085576,9.032,8.659,233.89479999999998,29.32
COFICAB Maroc,YAZAKI,A3Z       ,300,3M-2,PRODUCED,PPZH-H,LME Cash 3M-2 ( RSA ) + Copper Surcharge 373€/T,10A3Z       0300,1,Jan,111.938,2862.568803503102,3022.326,335.814,4811.09524,32108.743672,9.032,8.659,286.844,42.97999999999999
COFICAB Maroc,YAZAKI,A3Z       ,400,3M-2,PRODUCED,PPZH-H,LME Cash 3M-2 ( RSA ) + Copper Surcharge 373€/T,10A3Z       0400,1,Jan,634.617,20904.170461689966,21830.8248,2538.468,35506.82115,232682.8307436,9.032,8.659,366.65080000000006,55.95
COFICAB Maroc,YAZAKI,A3Z       ,500,3M-2,PRODUCED,PPZH-H,LME Cash 3M-2 ( RSA ) + Copper Surcharge 373€/T,10A3Z       0500,1,Jan,209.682,8240.67827791012,9016.326,1048.41,13201.57872,94637.03515199998,9.032,8.659,451.33599999999996,62.96
COFICAB Maroc,YAZAKI,A3Z       ,600,3M-2,PRODUCED,PPZH-H,LME Cash 3M-2 ( RSA ) + Copper Surcharge 373€/T,10A3Z       0600,1,Jan,170.679,8435.089749699102,9045.987,1024.074,13828.412579999998,95531.76716399999,9.032,8.659,559.716,81.02
COFICAB Maroc,YAZAKI,A3Z       ,700,3M-2,PRODUCED,PPZH-H,LME Cash 3M-2 ( RSA ) + Copper Surcharge 373€/T,10A3Z       0700,1,Jan,14.623,834.2487789606222,921.2489999999999,102.36099999999999,1352.7737300000001,9673.494697999999,9.032,8.659,661.526,92.51
COFICAB Maroc,YAZAKI,A42X      ,800,3M-1,PRODUCED,COFPEXT4-L,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,30A42X      0800,1,Jan,7.94,517.0042481439154,587.56,63.52,2150.3902,7752.304751999999,9.534199999999998,9.00780333333333,976.3607999999999,270.83
COFICAB Maroc,YAZAKI,B2MSN     ,13,3M-1,PRODUCED,PVC2035T,LME 3Months ( PSA ) 3M-1 + Copper Surcharge 373€/T,10B2MSN     0013,1,Jan,839.868,990.8256698798076,1049.835,109.18284,9465.31236,19345.9814394,9.41164,9.03864,23.03455,11.27
COFICAB Maroc,YAZAKI,B2MSN     ,13,3M-1,PRODUCED,PVC2035T,LME 3Months ( PSA ) 3M-1 + Copper Surcharge 373€/T,30B2MSN     0013,1,Jan,63.704,75.15414145320844,79.63,8.28152,717.94408,1467.3929732,9.41164,9.03864,23.03455,11.27
COFICAB Maroc,YAZAKI,C3ZH      ,50,3M-1,PRODUCED,COFLINK-F,LME 3Months ( PSA ) 3M-1 + Copper Surcharge 373€/T,10C3ZH      0050,1,Jan,7.75,32.76709786386821,36.425000000000004,3.875,97.88250000000001,440.70148700000004,9.41164,9.03864,56.86470800000001,12.63
COFICAB Maroc,YAZAKI,C3ZH      ,50,3M-1,PRODUCED,COFLINK-F,LME 3Months ( PSA ) 3M-1 + Copper Surcharge 373€/T,30C3ZH      0050,1,Jan,263.084,1112.322474118439,1236.4948000000002,131.542,3322.7509200000004,14960.194839472002,9.41164,9.03864,56.86470800000001,12.63
COFICAB Maroc,YAZAKI,C4ZH      ,200,3M-1,PRODUCED,COFPEXT4-M,LME 3Months ( PSA ) 3M-1 + Copper Surcharge 373€/T,30C4ZH      0200,1,Jan,43.93,722.735673155395,790.74,87.86,2962.6392,10404.79941507087,9.411640001860118,9.03864,236.84952003348212,67.44
COFICAB Maroc,YAZAKI,C4ZH      ,250,3M-1,PRODUCED,COFPEXT4-M,LME 3Months ( PSA ) 3M-1 + Copper Surcharge 373€/T,10C4ZH      0250,1,Jan,5.444,111.09291135580168,130.656,13.61,363.00592000000006,1592.6931558400001,9.41164,9.03864,292.55936,66.68
COFICAB Maroc,YAZAKI,C4ZH      ,250,3M-1,PRODUCED,COFPEXT4-M,LME 3Months ( PSA ) 3M-1 + Copper Surcharge 373€/T,30C4ZH      0250,1,Jan,37.91,773.6098952054448,909.84,94.775,2527.8388000000004,11090.925339292411,9.411640001860118,9.03864,292.55936004464286,66.68
COFICAB Maroc,YAZAKI,C4ZH      ,400,3M-1,PRODUCED,COFPEXT4-M,LME 3Months ( PSA ) 3M-1 + Copper Surcharge 373€/T,10C4ZH      0400,1,Jan,16.329,537.8743391193987,604.173,65.316,1871.14011,7557.39888372,9.41164,9.03864,462.82068000000004,114.58999999999999
COFICAB Maroc,YAZAKI,C4ZH      ,400,3M-1,PRODUCED,COFPEXT4-M,LME 3Months ( PSA ) 3M-1 + Copper Surcharge 373€/T,30C4ZH      0400,1,Jan,49.054,1615.829985373445,1814.998,196.216,5621.09786,22703.20564009611,9.411640001860118,9.03864,462.82068006882434,114.59
COFICAB Maroc,YAZAKI,C4ZH      ,600,3M-1,PRODUCED,COFPEXT4-M,LME 3Months ( PSA ) 3M-1 + Copper Surcharge 373€/T,10C4ZH      0600,1,Jan,17.903,884.7802705011338,966.762,107.418,2989.801,12088.61690968,9.41164,9.03864,675.22856,167.0
COFICAB Maroc,YAZAKI,C4ZH      ,600,3M-1,PRODUCED,COFPEXT4-M,LME 3Months ( PSA ) 3M-1 + Copper Surcharge 373€/T,30C4ZH      0600,1,Jan,50.025999999999996,2472.3240692671466,2701.404,300.156,8354.342,33778.98394758493,9.411640001860118,9.03864,675.2285601004464,167.0
COFICAB Maroc,YAZAKI,C4ZH      ,700,3M-1,PRODUCED,COFPEXT4-M,LME 3Months ( PSA ) 3M-1 + Copper Surcharge 373€/T,10C4ZH      0700,1,Jan,2.13,121.51746558066918,134.19,14.91,458.376,1721.3239715999998,9.41164,9.03864,808.1333199999999,215.2
COFICAB Maroc,YAZAKI,C4ZH      ,700,3M-1,PRODUCED,COFPEXT4-M,LME 3Months ( PSA ) 3M-1 + Copper Surcharge 373€/T,30C4ZH      0700,1,Jan,11.734,669.4300193068414,739.2420000000001,82.138,2525.1567999999997,9482.636378255078,9.411640001860118,9.03864,808.1333201171874,215.2
COFICAB Maroc,YAZAKI,CF3CR     ,1000,3M-1,PRODUCED,COFT3F-L,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,113CF3CR     1000,1,Jan,5.119999999999999,435.2718313050055,491.52,51.2,1711.2064,6397.456383999999,9.534199999999998,9.00780333333333,1249.5031999999999,334.22
COFICAB Maroc,YAZAKI,CF3CR     ,2500,3M-1,PRODUCED,COFT3F-L,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,113CF3CR     2500,1,Jan,3.195,675.8692902057242,734.8499999999999,79.875,2299.47345,9305.68032,9.534199999999998,9.00780333333333,2912.5759999999996,719.71
COFICAB Maroc,YAZAKI,COFFLEX   ,3500,3M-1,PRODUCED,COFT3F-L,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,113COFFLEX   3500,1,Jan,12.447,3741.455363991405,3983.04,435.645,10966.055939999998,48941.15590799999,9.534199999999998,9.00780333333333,3931.9639999999995,881.02
COFICAB Maroc,YAZAKI,COFFLEX   ,5000,3M-1,PRODUCED,COFT3F-L,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,113COFFLEX   5000,1,Jan,0.595,257.6926429066558,267.75,29.75,773.1549,3325.9369499999993,9.534199999999998,9.00780333333333,5589.8099999999995,1299.42
COFICAB Maroc,YAZAKI,FLR2X-A   ,35,3M-1,PRODUCED,COFLINK-F,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,113FLR2X-A   0035,1,Jan,1420.807,4281.5998167769685,4404.5017,497.28245000000004,21127.40009,63120.800198139994,9.534199999999998,9.00780333333333,44.426019999999994,14.87
COFICAB Maroc,YAZAKI,FLR2X-A   ,35,3M-1,PRODUCED,COFLINK-F,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,30FLR2X-A   0035,1,Jan,17.003,51.23851563559216,52.7093,5.95105,252.83461,755.3756180599999,9.534199999999998,9.00780333333333,44.426019999999994,14.87
COFICAB Maroc,YAZAKI,FLR2X-A   ,50,3M-1,PRODUCED,COFLINK-F,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,113FLR2X-A   0050,1,Jan,977.08,4131.089565270659,4367.5476,488.54,17440.878,59081.95032791999,9.534199999999998,9.00780333333333,60.467873999999995,17.85
COFICAB Maroc,YAZAKI,FLR2X-A   ,50,3M-1,PRODUCED,COFLINK-F,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,30FLR2X-A   0050,1,Jan,71.33500000000001,301.60403870571747,318.86745,35.667500000000004,1273.32975,4313.47579179,9.534199999999998,9.00780333333333,60.467873999999995,17.85
COFICAB Maroc,YAZAKI,FLR2X-A   ,75,3M-1,PRODUCED,COFLINK-F,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,113FLR2X-A   0075,1,Jan,67.297,425.95458493015974,454.92771999999997,50.47275,1571.3849500000001,5908.756818023999,9.534199999999998,9.00780333333333,87.80119199999999,23.35
COFICAB Maroc,YAZAKI,FLR2X-A   ,75,3M-1,PRODUCED,COFLINK-F,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,30FLR2X-A   0075,1,Jan,17.0,107.60105121792526,114.92,12.75,396.95000000000005,1492.6202639999997,9.534199999999998,9.00780333333333,87.80119199999999,23.35
COFICAB Maroc,YAZAKI,FLR2X-A   ,75,3M-1,PRODUCED,COFLINK-F,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,44FLR2X-A   0075,1,Jan,12.95,81.96668313365483,87.542,9.7125,302.38250000000005,1137.0254363999998,9.534199999999998,9.00780333333333,87.80119199999999,23.35
COFICAB Maroc,YAZAKI,FLR2X-A   ,100,3M-1,PRODUCED,COFLINK-F,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,113FLR2X-A   0100,1,Jan,241.406,2030.8857150991223,2153.34152,241.406,6983.87558,27514.264299983995,9.534199999999998,9.00780333333333,113.97506399999997,28.93
COFICAB Maroc,YAZAKI,FLR2X-A   ,100,3M-1,PRODUCED,COFLINK-F,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,30FLR2X-A   0100,1,Jan,6.918,58.19932966477937,61.70856,6.918000000000001,200.13774,788.4794927519998,9.534199999999998,9.00780333333333,113.97506399999997,28.93
COFICAB Maroc,YAZAKI,FLR2X-A   ,150,3M-1,PRODUCED,COFLINK-F,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,113FLR2X-A   0150,1,Jan,193.501,2372.7340781837383,2546.47316,290.2515,7115.0317700000005,31393.616172072,9.534199999999998,9.00780333333333,162.240072,36.77
COFICAB Maroc,YAZAKI,FLR2X-A   ,250,3M-1,PRODUCED,COFLINK-G,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,113FLR2X-A   0250,1,Jan,38.25,780.5481005436103,832.32,95.625,2068.1775,10003.682843999999,9.534199999999998,9.00780333333333,261.53419199999996,54.07
COFICAB Maroc,YAZAKI,FLR2X-A   ,250,3M-1,PRODUCED,COFLINK-G,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,30FLR2X-A   0250,1,Jan,5.198,106.07291572877611,113.10848000000001,12.995000000000001,281.05586,1359.4547300159998,9.534199999999998,9.00780333333333,261.53419199999996,54.07
COFICAB Maroc,YAZAKI,FLR2X-A T3,35,3M-1,PRODUCED,COFLINK-F,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,113FLR2X-A T30035,1,Jan,327.375,986.5440837618057,1014.8625000000001,114.58125,4868.06625,14543.968297499998,9.534199999999998,9.00780333333333,44.426019999999994,14.87
COFICAB Maroc,YAZAKI,FLR2X-A T3,35,3M-1,PRODUCED,COFLINK-F,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,30FLR2X-A T30035,1,Jan,16.596,50.0120217307703,51.4476,5.8086,246.78251999999998,737.2942279199999,9.534199999999998,9.00780333333333,44.426019999999994,14.87
COFICAB Maroc,YAZAKI,FLR2X-A T3,50,3M-1,PRODUCED,COFLINK-F,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,113FLR2X-A T30050,1,Jan,34.153999999999996,144.40294859402923,152.66837999999998,17.076999999999998,609.6489,2065.219768596,9.534199999999998,9.00780333333333,60.467873999999995,17.85
COFICAB Maroc,YAZAKI,FLR2X-A T3,75,3M-1,PRODUCED,COFLINK-F,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,113FLR2X-A T30075,1,Jan,159.002,1006.398961514856,1074.85352,119.25150000000001,3712.6967000000004,13960.565130383999,9.534199999999998,9.00780333333333,87.80119199999999,23.35
COFICAB Maroc,YAZAKI,FLR2X-A T3,75,3M-1,PRODUCED,COFLINK-F,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,30FLR2X-A T30075,1,Jan,4.5,28.48263120474492,30.419999999999998,3.375,105.075,395.10536399999995,9.534199999999998,9.00780333333333,87.80119199999999,23.35
COFICAB Maroc,YAZAKI,FLR2X-A T3,75,3M-1,PRODUCED,COFLINK-F,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,44FLR2X-A T30075,1,Jan,14.513,91.85965037210289,98.10788,10.88475,338.87855,1274.2586994959997,9.534199999999998,9.00780333333333,87.80119199999999,23.35
COFICAB Maroc,YAZAKI,FLR2X-A T3,100,3M-1,PRODUCED,COFLINK-F,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,113FLR2X-A T30100,1,Jan,79.67699999999999,670.301819846867,710.71884,79.67699999999999,2305.05561,9081.191174327998,9.534199999999998,9.00780333333333,113.97506399999997,28.93
COFICAB Maroc,YAZAKI,FLR2X-A T3,150,3M-1,PRODUCED,COFLINK-F,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,113FLR2X-A T30150,1,Jan,52.173,639.7520171011012,686.59668,78.2595,1918.4012100000002,8464.551276456,9.534199999999998,9.00780333333333,162.240072,36.77
COFICAB Maroc,YAZAKI,FLR2X-A T3,150,3M-1,PRODUCED,COFLINK-F,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,30FLR2X-A T30150,1,Jan,4.96,60.82015611180998,65.2736,7.44,182.37920000000003,804.71075712,9.534199999999998,9.00780333333333,162.240072,36.77
COFICAB Maroc,YAZAKI,FLR2X-A T3,250,3M-1,PRODUCED,COFLINK-G,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,113FLR2X-A T30250,1,Jan,8.9,181.61772796962435,193.66400000000002,22.25,481.223,2327.6543088,9.534199999999998,9.00780333333333,261.53419199999996,54.07
COFICAB Maroc,YAZAKI,FLR2X-A T3,400,3M-1,PRODUCED,COFLINK-G,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,113FLR2X-A T30400,1,Jan,3.2030000000000003,105.5062470573479,113.3862,12.812000000000001,318.08993,1399.13663804,9.534199999999998,9.00780333333333,436.8206799999999,99.31
COFICAB Maroc,YAZAKI,FLR2X-A T4,50,3M-1,PRODUCED,COFPEXT4-S,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,113FLR2X-A T40050,1,Jan,41.372,174.9206180603202,182.03680000000003,20.686,986.30848,2721.88373856,9.534199999999998,9.00780333333333,65.79048,23.84
COFICAB Maroc,YAZAKI,FLR2X-A T4,50,3M-1,PRODUCED,COFPEXT4-S,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,30FLR2X-A T40050,1,Jan,66.914,282.9120718574946,294.4216,33.457,1595.22976,4402.30417872,9.534199999999998,9.00780333333333,65.79048,23.84
COFICAB Maroc,YAZAKI,FLR2X-A T4,75,3M-1,PRODUCED,COFPEXT4-S,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,113FLR2X-A T40075,1,Jan,177.125,1121.1080115867653,1169.0249999999999,132.84375,5402.3125,16548.030655,9.534199999999998,9.00780333333333,93.42571999999997,30.5
COFICAB Maroc,YAZAKI,FLR2X-A T4,75,3M-1,PRODUCED,COFPEXT4-S,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,30FLR2X-A T40075,1,Jan,50.732,321.1068547286932,334.83119999999997,38.049,1547.326,4739.673627039999,9.534199999999998,9.00780333333333,93.42571999999998,30.5
COFICAB Maroc,YAZAKI,FLR2X-A T4,100,3M-1,PRODUCED,COFPEXT4-S,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,30FLR2X-A T40100,1,Jan,24.82,208.80418651052673,218.41600000000003,24.82,959.293,3041.7148272,9.534199999999998,9.00780333333333,122.55096,38.65
COFICAB Maroc,YAZAKI,FLR2X-A T4,150,3M-1,PRODUCED,COFPEXT4-S,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,113FLR2X-A T40150,1,Jan,38.446999999999996,471.44204476426575,492.1216,57.6705,2068.83307,6760.818828719999,9.534199999999998,9.00780333333333,175.84776,53.81
COFICAB Maroc,YAZAKI,FLR2X-A T4,150,3M-1,PRODUCED,COFPEXT4-S,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,30FLR2X-A T40150,1,Jan,9.7,118.94264400898322,124.16,14.55,521.957,1705.723272,9.534199999999998,9.00780333333333,175.84776,53.81
COFICAB Maroc,YAZAKI,FLR2X-B   ,250,3M-1,PRODUCED,COFLINK-G,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,113FLR2X-B   0250,1,Jan,91.525,1862.7733086582684,1991.584,228.8125,4948.7567500000005,23936.916922799996,9.534199999999998,9.00780333333333,261.53419199999996,54.07
COFICAB Maroc,YAZAKI,FLR2X-B   ,400,3M-1,PRODUCED,COFLINK-G,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,113FLR2X-B   0400,1,Jan,24.458,805.6421450292273,865.8131999999999,97.83200000000001,2428.92398,10683.760191439998,9.534199999999998,9.00780333333333,436.8206799999999,99.31
COFICAB Maroc,YAZAKI,FLR2X-B   ,600,3M-1,PRODUCED,COFLINK-G,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,113FLR2X-B   0600,1,Jan,33.959,1678.280355579959,1765.868,203.754,5546.18388,22382.322565599996,9.534199999999998,9.00780333333333,659.0983999999999,163.32
COFICAB Maroc,YAZAKI,FLR2X-B T3,250,3M-1,PRODUCED,COFLINK-G,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,113FLR2X-B T30250,1,Jan,200.227,4075.1435266071467,4356.939520000001,500.5675,10826.27389,52366.206661583994,9.534199999999998,9.00780333333333,261.53419199999996,54.07
COFICAB Maroc,YAZAKI,FLR2X-B T3,600,3M-1,PRODUCED,COFLINK-G,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,113FLR2X-B T30600,1,Jan,21.622,1068.5761609102115,1124.344,129.732,3531.3050399999997,14251.025604799997,9.534199999999998,9.00780333333333,659.0983999999999,163.32
COFICAB Maroc,YAZAKI,FLR2X-B T4,50,3M-1,PRODUCED,COFPEXT4-S,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,44FLR2X-B T40050,1,Jan,110.326,465.55328259871067,485.43440000000004,55.163000000000004,2627.9653200000002,7256.193976479999,9.534199999999998,9.00780333333333,65.77047999999999,23.82
COFICAB Maroc,YAZAKI,FLR2X-B T4,250,3M-1,PRODUCED,COFPEXT4-M,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,113FLR2X-B T40250,1,Jan,59.417,1209.2914687850132,1265.5821,148.5425,5293.46053,17359.773387819998,9.534199999999998,9.00780333333333,292.16846,89.09
COFICAB Maroc,YAZAKI,FLR2X-B T4,400,3M-1,PRODUCED,COFPEXT4-M,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,113FLR2X-B T40400,1,Jan,11.286999999999999,371.79176101663626,400.6885,45.148,1704.67561,5524.919906699999,9.534199999999998,9.00780333333333,489.4940999999999,151.03
COFICAB Maroc,YAZAKI,FLR2X-B T4,400,3M-1,PRODUCED,COFPEXT4-M,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,30FLR2X-B T40400,1,Jan,75.312,2480.7638084242853,2673.576,301.248,11374.37136,36864.779659199994,9.534199999999998,9.00780333333333,489.4940999999999,151.03
COFICAB Maroc,YAZAKI,FLRY      ,800,3M-1,PURCHASED,PVC2010,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,10FLRY      0800,1,Jan,82.905,5398.131016535225,5969.16,663.24,7950.589500000001,64861.75477199999,9.534199999999998,9.00780333333333,782.3624,95.9
COFICAB Maroc,YAZAKI,FLRY VW   ,800,3M-1,PURCHASED,PVC2010,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,10FLRY VW   0800,1,Jan,34.896,2272.15704665597,2512.512,279.168,3346.5264,27301.318310399995,9.534199999999998,9.00780333333333,782.3623999999999,95.9
COFICAB Maroc,YAZAKI,FLRY VW   ,1000,3M-1,PURCHASED,PVC2010,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,10FLRY VW   1000,1,Jan,53.412,4540.9531664397455,4807.08,534.12,6175.49544,52007.15757599999,9.534199999999998,9.00780333333333,973.6979999999999,115.62000000000002
COFICAB Maroc,YAZAKI,FLRY VW   ,2500,3M-1,PURCHASED,PVC2011,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,10FLRY VW   2500,1,Jan,4.2,877.7216740912604,966.0,105.0,1172.346,10382.383199999998,9.534199999999998,9.00780333333333,2471.9959999999996,279.13
COFICAB Maroc,YAZAKI,FLRY-B    ,200,3M-1,PRODUCED,PVC2005,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,10FLRY-B    0200,1,Jan,1428.957,23462.723449598783,25721.226000000002,2857.914,36724.1949,281955.50782919995,9.534199999999998,9.00780333333333,197.31559999999996,25.7
COFICAB Maroc,YAZAKI,FLRY-B    ,250,3M-1,PRODUCED,PVC2005,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,10FLRY-B    0250,1,Jan,559.865,11394.718147522113,12182.662400000001,1399.6625,13313.5897,129465.52955407999,9.534199999999998,9.00780333333333,231.24419199999994,23.78
COFICAB Maroc,YAZAKI,FLRY-B    ,300,3M-1,PRODUCED,PVC2005,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,10FLRY-B    0300,1,Jan,176.698,4518.89487580477,4770.846,530.094,5931.75186,51417.95179319999,9.534199999999998,9.00780333333333,290.99339999999995,33.57
COFICAB Maroc,YAZAKI,FLRY-B    ,400,3M-1,PRODUCED,PVC2010,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,10FLRY-B    0400,1,Jan,237.27700000000002,7815.861936630141,8399.6058,949.1080000000001,8992.7983,89076.31991835998,9.534199999999998,9.00780333333333,375.4106799999999,37.9
COFICAB Maroc,YAZAKI,FLRY-B    ,500,3M-1,PRODUCED,PVC2010,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,10FLRY-B    0500,1,Jan,75.454,2965.405417639235,3395.4300000000003,377.27,3993.0256799999997,36365.734386,9.534199999999998,9.00780333333333,481.95899999999995,52.92
COFICAB Maroc,YAZAKI,FLRY-B    ,600,3M-1,PRODUCED,PVC2010,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,10FLRY-B    0600,1,Jan,78.20400000000001,3864.9028807613627,4066.608,469.22400000000005,4265.24616,43037.10015359999,9.534199999999998,9.00780333333333,550.3183999999999,54.54
COFICAB Maroc,YAZAKI,G2        ,2000,3M-1,PRODUCED,PVC2010,LME 3Months ( PSA ) 3M-1 + Copper Surcharge 373€/T,10G2        2000,1,Jan,0.43,67.10818784540848,77.4,8.6,108.3256,836.786536,9.41164,9.03864,1946.0152,251.92
COFICAB Maroc,YAZAKI,G3        ,1000,3M-1,PURCHASED,PVC3010,LME 3Months ( PSA ) 3M-1 + Copper Surcharge 373€/T,10G3        1000,1,Jan,98.688,7991.662823260638,8881.92,986.88,15742.70976,99336.14330879999,9.41164,9.03864,1006.5676,159.52
COFICAB Maroc,YAZAKI,G3        ,1600,3M-1,PURCHASED,PVC3010,LME 3Months ( PSA ) 3M-1 + Copper Surcharge 373€/T,10G3        1600,1,Jan,2.9,372.71929528214025,406.0,46.4,611.726,4432.85184,9.41164,9.03864,1528.5696,210.93999999999997
COFICAB Maroc,YAZAKI,G4ZH      ,1000,3M-1,PRODUCED,COFPEXT4-L,LME 3Months ( PSA ) 3M-1 + Copper Surcharge 373€/T,10G4ZH      1000,1,Jan,60.668,4912.838441974469,5460.12,606.68,10812.857639999998,62201.54144458057,9.411640001417233,9.03864,1025.2776001275508,178.23
