ENTITIES,GROUPS,FAMILY,CROSS SECTION mm,Fixation,SPOOL TYPE,RM,LME PROJECTS,MATCH,Month,Month Name,QTY_Km,RC_Needs_Kg,CC_Needs_Kg,ES_mm,AV_INDEX,TOTAL_AMOUNT,LME_SALES_avg,BASIC_LME_avg,UNIT_PRICE_avg,AV_avg
COFICAB Maroc,LEONI,A3Z       ,200,M-1,PRODUCED,,LME Cash M-1 + 315$,78A3Z       0200,2,Feb,43.743,719.6591520791361,699.888,87.486,1249.30008,9243.252842880001,11.42176,11.15084,211.30816000000002,28.56
COFICAB Maroc,LEONI,A3Z       ,250,M-1,PRODUCED,,LME Cash M-1 + 315$,100A3Z       0250,2,Feb,8.127,165.84351406844237,178.79399999999998,20.3175,258.84495000000004,2300.9871074400007,11.42176,11.15084,283.12872000000004,31.850000000000005
COFICAB Maroc,LEONI,A3Z       ,250,M-1,PRODUCED,,LME Cash M-1 + 315$,12A3Z       0250,2,Feb,12.027000000000001,245.42881059445753,264.594,30.0675,383.05995,3405.189115440001,11.42176,11.15084,283.12872000000004,31.85
COFICAB Maroc,LEONI,A3Z       ,250,M-1,PRODUCED,,LME Cash M-1 + 315$,78A3Z       0250,2,Feb,63.539,1296.6077322990968,1397.858,158.8475,2023.7171500000002,17989.715740080002,11.42176,11.150840000000002,283.12872000000004,31.85
COFICAB Maroc,LEONI,A3Z       ,300,M-1,PRODUCED,,LME Cash M-1 + 315$,100A3Z       0300,2,Feb,29.772,761.3535923269519,774.072,89.316,1249.23312,10090.497726720001,11.42176,11.15084,338.92576,41.96
COFICAB Maroc,LEONI,A3Z       ,300,M-1,PRODUCED,,LME Cash M-1 + 315$,78A3Z       0300,2,Feb,46.875,1198.72530029309,1218.75,140.625,1966.875,15887.145,11.42176,11.150840000000002,338.92576,41.96
COFICAB Maroc,LEONI,A3Z       ,400,M-1,PRODUCED,,LME Cash M-1 + 315$,100A3Z       0400,2,Feb,12.845,423.11200232645456,431.59200000000004,51.38,712.6406,5642.180841920001,11.42176,11.15084,439.2511360000001,55.48
COFICAB Maroc,LEONI,A3Z       ,400,M-1,PRODUCED,,LME Cash M-1 + 315$,78A3Z       0400,2,Feb,53.188,1752.0032058964161,1787.1168,212.752,2950.8702399999997,23362.889421568005,11.42176,11.15084,439.2511360000001,55.48
COFICAB Maroc,LEONI,A3Z       ,500,M-1,PRODUCED,,LME Cash M-1 + 315$,78A3Z       0500,2,Feb,3.174,124.74085927302639,136.482,15.870000000000001,182.25108,1741.11572832,11.42176,11.15084,548.55568,57.42
COFICAB Maroc,LEONI,A3Z       ,600,M-1,PRODUCED,,LME Cash M-1 + 315$,100A3Z       0600,2,Feb,40.496,2001.3440112949738,2186.784,242.97600000000003,2744.81888,27721.74089984,11.42176,11.15084,684.55504,67.78
COFICAB Maroc,LEONI,A3Z       ,600,M-1,PRODUCED,,LME Cash M-1 + 315$,78A3Z       0600,2,Feb,68.249,3372.918990193369,3685.446,409.494,4625.917219999999,46720.19692495999,11.42176,11.15084,684.55504,67.78
COFICAB Maroc,LEONI,A3ZH      ,35,M-1,PRODUCED,,LME Cash M-1 + 315$,100A3ZH      0035,2,Feb,53.78,154.87656643400513,161.34000000000003,18.823,691.0730000000001,2533.8597584000004,11.42176,11.15084,47.115280000000006,12.85
COFICAB Maroc,LEONI,A3ZP-A    ,35,M-1,PRODUCED,,LME Cash M-1 + 315$,100A3ZP-A    0035,2,Feb,689.763,1986.391318207859,2172.7534499999997,241.41705,7897.786349999999,32714.454795072,11.42176,11.15084,47.428544,11.45
COFICAB Maroc,LEONI,A3ZP-A    ,35,M-1,PRODUCED,,LME Cash M-1 + 315$,78A3ZP-A    0035,2,Feb,2483.08,7150.81637376254,7821.701999999999,869.078,28431.265999999996,117768.86903552,11.42176,11.150839999999999,47.42854400000001,11.45
COFICAB Maroc,LEONI,A3ZP-A    ,35,M-1,PRODUCED,,LME Cash M-1 + 315$,9A3ZP-A    0035,2,Feb,939.436,2705.403905996579,2959.2234,328.8026,10756.5422,44556.081661184,11.421760000000003,11.15084,47.428544,11.45
COFICAB Maroc,LEONI,A4ZZ      ,4000,M-1,PURCHASED,,LME Cash M-1 + 315$,100A4ZZ      4000,2,Feb,14.085,4695.074749388581,4929.75,563.4,10717.5582,67023.97956,11.42176,11.15084,4758.536000000001,760.92
COFICAB Maroc,LEONI,A4ZZ      ,4000,M-1,PURCHASED,,LME Cash M-1 + 315$,78A4ZZ      4000,2,Feb,12.13,4043.3977074961654,4245.5,485.2,9229.9596,57721.04168,11.421760000000003,11.15084,4758.536,760.92
COFICAB Maroc,LEONI,A4ZZ      ,4000,M-1,PURCHASED,,LME Cash M-1 + 315$,9A4ZZ      4000,2,Feb,2.975,991.6824550536761,1041.25,119.0,2263.737,14156.6446,11.42176,11.15084,4758.536,760.92
COFICAB Maroc,LEONI,A4ZZ      ,5000,M-1,PURCHASED,,LME Cash M-1 + 315$,9A4ZZ      5000,2,Feb,1.916,830.1269958514147,862.2,95.8,2229.8791199999996,12077.720592,11.42176,11.15084,6303.612,1163.82
COFICAB Maroc,LEONI,B2MSN     ,13,M-1,PRODUCED,,LME Cash M-1 + 315$,100B2MSN     0013,2,Feb,359.552,424.177788958056,449.44,46.74176,3922.71232,9056.1081344,11.421759999999999,11.15084,25.1872,10.91
COFICAB Maroc,LEONI,C4ZH      ,200,M-1,PRODUCED,,LME Cash M-1 + 315$,100C4ZH      0200,2,Feb,14.677999999999999,241.48222650978576,264.204,29.355999999999998,918.98958,3936.6642590399997,11.42176,11.15084,268.20168,62.61
COFICAB Maroc,LEONI,C4ZH      ,600,M-1,PRODUCED,,LME Cash M-1 + 315$,100C4ZH      0600,2,Feb,1.404,69.38677874007664,75.816,8.424,261.97236,1127.92451616,11.42176,11.15084,803.36504,186.59
COFICAB Maroc,LEONI,C4ZH      ,700,M-1,PRODUCED,,LME Cash M-1 + 315$,100C4ZH      0700,2,Feb,6.542,373.2240656472947,412.14599999999996,45.794,1478.29574,6185.72843696,11.42176,11.15084,945.5408800000001,225.97
COFICAB Maroc,LEONI,COFFLEX   ,1000,M-1,PRODUCED,,LME Cash M-1 + 315$,151COFFLEX   1000,2,Feb,1.04,88.41816994490631,99.84,10.4,364.6656,1505.0141180288128,11.421759996282182,11.15084,1447.1289596430893,350.64
COFICAB Maroc,LEONI,COFFLEX-R ,3500,M-1,PRODUCED,,LME Cash M-1 + 315$,100COFFLEX-R 3500,2,Feb,1.162,349.28666610090886,348.92535999999996,40.67,1284.2540199999999,5269.5957398336,11.42176,11.15084,4534.936092800001,1105.21
COFICAB Maroc,LEONI,FHL2G-C   ,5000,M-1,PURCHASED,,LME Cash M-1 + 315$,100FHL2G-C   5000,2,Feb,1.4,606.3356303686019,672.0,70.0,2208.6259999999997,9884.04872,11.42176,11.15084,7060.0348,1577.59
COFICAB Maroc,LEONI,FHL2G-C   ,5000,M-1,PURCHASED,,LME Cash M-1 + 315$,78FHL2G-C   5000,2,Feb,37.122,16077.422336102314,17818.56,1856.1,58563.295979999995,262082.6118456,11.421759999999999,11.15084,7060.0348,1577.59
COFICAB Maroc,LEONI,FLCUSN03RY,13,M-1,PRODUCED,,LME Cash M-1 + 315$,100FLCUSN03RY0013,2,Feb,9.6,11.325501663173442,12.0,1.248,109.824,246.88511999999997,11.42176,11.15084,25.7172,11.44
COFICAB Maroc,LEONI,FLCUSN03RY,13,M-1,PRODUCED,,LME Cash M-1 + 315$,9FLCUSN03RY0013,2,Feb,1959.682,2311.9147656553187,2449.6025,254.75866,22418.76208,50397.53393039999,11.42176,11.15084,25.7172,11.44
COFICAB Maroc,LEONI,FLR2X-A T4,50,M-1,PRODUCED,,LME Cash M-1 + 315$,151FLR2X-A T40050,2,Feb,168.378,711.9013784144009,808.2144,84.189,3783.4536599999997,13014.684565344001,11.42176,11.15084,77.294448,22.47
COFICAB Maroc,LEONI,FLR2X-A T4,75,M-1,PRODUCED,,LME Cash M-1 + 315$,151FLR2X-A T40075,2,Feb,6.96,44.05313626333881,50.112,5.22,276.66,849.0272371200001,11.42176,11.15084,121.98667200000001,39.75
COFICAB Maroc,LEONI,FLR2X-A T4,100,M-1,PRODUCED,,LME Cash M-1 + 315$,151FLR2X-A T40100,2,Feb,49.262,414.4283576100551,472.91519999999997,49.262,2167.0353800000003,7568.559294752001,11.42176,11.15084,153.63889600000002,43.99
COFICAB Maroc,LEONI,FLR2X-A T4,150,M-1,PRODUCED,,LME Cash M-1 + 315$,151FLR2X-A T40150,2,Feb,10.019,122.85426292020648,144.2736,15.028500000000001,560.86362,2208.722053536,11.42176,11.15084,220.45334400000002,55.98
COFICAB Maroc,LEONI,FLR2X-A T4,200,M-1,PRODUCED,,LME Cash M-1 + 315$,151FLR2X-A T40200,2,Feb,23.116,380.31102130797876,443.8272,46.232,1446.59928,6515.887039872,11.42176,11.15084,281.877792,62.58
COFICAB Maroc,LEONI,FLR2X-B   ,100,M-1,PRODUCED,,LME Cash M-1 + 315$,151FLR2X-B   0100,2,Feb,6.75,56.56960684972365,64.8,6.75,153.9,894.0300477590854,11.421759996282182,11.15084,132.44889596430895,22.8
COFICAB Maroc,LEONI,FLR2X-B T4,75,M-1,PRODUCED,,LME Cash M-1 + 315$,151FLR2X-B T40075,2,Feb,16.412,103.53898706763508,118.16640000000001,12.309000000000001,652.3770000000001,2002.0452608640003,11.42176,11.15084,121.98667200000001,39.75
COFICAB Maroc,LEONI,FLR2X-B T4,150,M-1,PRODUCED,,LME Cash M-1 + 315$,151FLR2X-B T40150,2,Feb,9.42,115.08621794969835,135.64800000000002,14.129999999999999,527.3316,2076.67050048,11.42176,11.15084,220.45334400000002,55.98
COFICAB Maroc,LEONI,FLR2X-B T4,250,M-1,PRODUCED,,LME Cash M-1 + 315$,151FLR2X-B T40250,2,Feb,5.773,117.49566032105088,138.552,14.4325,383.38492999999994,1965.89262152,11.42176,11.15084,340.53224,66.41
COFICAB Maroc,LEONI,FLRY VW   ,1600,M-1,PRODUCED,,LME Cash M-1 + 315$,151FLRY VW   1600,2,Feb,0.42,55.85111373506448,59.22,6.72,84.8526,761.2492272000001,11.42176,11.15084,1812.49816,202.03
COFICAB Maroc,LEONI,FLRY VW   ,1600,M-1,PURCHASED,,LME Cash M-1 + 315$,151FLRY VW   1600,2,Feb,0.85,113.0320158923924,119.85,13.6,171.72549999999998,1540.623436,11.42176,11.15084,1812.49816,202.03
COFICAB Maroc,LEONI,FLRY VW   ,2500,M-1,PRODUCED,,LME Cash M-1 + 315$,151FLRY VW   2500,2,Feb,0.5,104.49067548705482,110.0,12.5,176.63,1433.0235995910398,11.421759996282182,11.15084,2866.0471991820796,353.26
COFICAB Maroc,LEONI,FLRY-A    ,35,M-1,PRODUCED,,LME Cash M-1 + 315$,100FLRY-A    0035,2,Feb,222.155,669.4637676307108,684.2374,77.75425,1981.6226,9796.817965824,11.42176,11.15084,44.099020800000005,8.92
COFICAB Maroc,LEONI,FLRY-A    ,35,M-1,PRODUCED,,LME Cash M-1 + 315$,12FLRY-A    0035,2,Feb,138.756,418.1410030895857,427.36848,48.5646,1237.70352,6119.003730124801,11.42176,11.15084,44.099020800000005,8.92
COFICAB Maroc,LEONI,FLRY-A    ,35,M-1,PRODUCED,,LME Cash M-1 + 315$,78FLRY-A    0035,2,Feb,20312.574,61211.91204482284,62562.727920000005,7109.4009,181188.16008,895764.6233275393,11.42176,11.150839999999999,44.099020800000005,8.92
COFICAB Maroc,LEONI,FLRY-A    ,35,M-1,PRODUCED,,LME Cash M-1 + 315$,9FLRY-A    0035,2,Feb,13757.852,41459.266883147844,42374.184160000004,4815.2482,122720.03984,606707.8015113217,11.42176,11.15084,44.099020800000005,8.92
COFICAB Maroc,LEONI,FLRY-A    ,50,M-1,PRODUCED,,LME Cash M-1 + 315$,100FLRY-A    0050,2,Feb,45.163,190.9489479227072,198.71720000000002,22.5815,448.92022,2718.6203862720004,11.42176,11.15084,60.19574400000001,9.94
COFICAB Maroc,LEONI,FLRY-A    ,50,M-1,PRODUCED,,LME Cash M-1 + 315$,12FLRY-A    0050,2,Feb,213.107,901.0153764135323,937.6708000000001,106.5535,2118.28358,12828.134416608002,11.42176,11.150840000000002,60.195744000000005,9.94
COFICAB Maroc,LEONI,FLRY-A    ,50,M-1,PRODUCED,,LME Cash M-1 + 315$,151FLRY-A    0050,2,Feb,668.938,2828.266663541392,2943.3272,334.469,6649.2437199999995,40267.220599872,11.42176,11.15084,60.195744,9.94
COFICAB Maroc,LEONI,FLRY-A    ,50,M-1,PRODUCED,,LME Cash M-1 + 315$,9FLRY-A    0050,2,Feb,1569.636,6636.413498253137,6906.3984,784.818,15602.18184,94485.40682918401,11.42176,11.15084,60.195744000000005,9.94
COFICAB Maroc,LEONI,FLRY-A    ,75,M-1,PRODUCED,,LME Cash M-1 + 315$,100FLRY-A    0075,2,Feb,16.029,101.45513235130142,105.7914,12.02175,206.61381,1414.9377908640001,11.42176,11.15084,88.273616,12.89
COFICAB Maroc,LEONI,FLRY-A    ,75,M-1,PRODUCED,,LME Cash M-1 + 315$,151FLRY-A    0075,2,Feb,87.07,551.107266443809,574.6619999999999,65.3025,1122.3323,7685.98374512,11.42176,11.15084,88.273616,12.890000000000002
COFICAB Maroc,LEONI,FLRY-A    ,75,M-1,PRODUCED,,LME Cash M-1 + 315$,9FLRY-A    0075,2,Feb,1630.526,10320.37127283287,10761.471599999999,1222.8945,21017.48014,143932.426002016,11.42176,11.15084,88.273616,12.89
COFICAB Maroc,LEONI,FLRY-A    ,100,M-1,PRODUCED,,LME Cash M-1 + 315$,100FLRY-A    0100,2,Feb,43.999,370.1521112923717,387.19120000000004,43.998999999999995,723.78355,5146.188510512001,11.42176,11.15084,116.96148800000002,16.45
COFICAB Maroc,LEONI,FLRY-A    ,100,M-1,PRODUCED,,LME Cash M-1 + 315$,12FLRY-A    0100,2,Feb,35.045,294.82444465195044,308.396,35.045,576.49025,4098.9153469600005,11.42176,11.15084,116.96148800000002,16.45
COFICAB Maroc,LEONI,FLRY-A    ,100,M-1,PRODUCED,,LME Cash M-1 + 315$,151FLRY-A    0100,2,Feb,94.322,793.5063851750969,830.0336000000001,94.322,1551.5969,11032.041471136003,11.42176,11.15084,116.96148800000002,16.45
COFICAB Maroc,LEONI,FLRY-A    ,100,M-1,PRODUCED,,LME Cash M-1 + 315$,78FLRY-A    0100,2,Feb,1357.9180000000001,11423.809965270002,11949.6784,1357.918,22337.751099999998,158824.10986198403,11.42176,11.15084,116.96148800000002,16.45
COFICAB Maroc,LEONI,FLRY-A    ,100,M-1,PRODUCED,,LME Cash M-1 + 315$,9FLRY-A    0100,2,Feb,969.275,8154.257771151926,8529.62,969.275,15944.57375,113367.84628120002,11.42176,11.15084,116.96148800000002,16.45
COFICAB Maroc,LEONI,FLRY-A    ,125,M-1,PRODUCED,,LME Cash M-1 + 315$,100FLRY-A    0125,2,Feb,14.997,156.53134222805178,175.76484,18.74625,388.87221,2396.4160289184,11.42176,11.15084,159.7930272,25.929999999999996
COFICAB Maroc,LEONI,FLRY-A    ,125,M-1,PRODUCED,,LME Cash M-1 + 315$,78FLRY-A    0125,2,Feb,629.169,6566.9579288045015,7373.860680000001,786.46125,16314.35217,100536.8191303968,11.42176,11.15084,159.7930272,25.93
COFICAB Maroc,LEONI,FLRY-A    ,125,M-1,PRODUCED,,LME Cash M-1 + 315$,9FLRY-A    0125,2,Feb,90.43,943.8640579904462,1059.8396,113.0375,2344.8499,14450.083449696001,11.42176,11.15084,159.7930272,25.93
COFICAB Maroc,LEONI,FLRY-A    ,150,M-1,PRODUCED,,LME Cash M-1 + 315$,100FLRY-A    0150,2,Feb,40.028999999999996,490.84073165315357,528.3828,60.0435,834.60465,6869.666179727999,11.42176,11.15084,171.617232,20.85
COFICAB Maroc,LEONI,FLRY-A    ,150,M-1,PRODUCED,,LME Cash M-1 + 315$,12FLRY-A    0150,2,Feb,8.978,110.0893874136754,118.50959999999999,13.466999999999999,187.1913,1540.7795088960002,11.42176,11.15084,171.617232,20.85
COFICAB Maroc,LEONI,FLRY-A    ,150,M-1,PRODUCED,,LME Cash M-1 + 315$,151FLRY-A    0150,2,Feb,26.262,322.0280120581358,346.6584,39.393,547.5627000000001,4507.011746784,11.42176,11.15084,171.61723199999997,20.85
COFICAB Maroc,LEONI,FLRY-A    ,150,M-1,PRODUCED,,LME Cash M-1 + 315$,78FLRY-A    0150,2,Feb,1012.515,12415.58878337687,13365.197999999999,1518.7725,21110.93775,173765.02165848,11.42176,11.15084,171.617232,20.85
COFICAB Maroc,LEONI,FLRY-A    ,150,M-1,PRODUCED,,LME Cash M-1 + 315$,9FLRY-A    0150,2,Feb,1515.129,18578.70611079245,19999.7028,2272.6935,31590.43965,260022.245102928,11.42176,11.15084,171.617232,20.85
COFICAB Maroc,LEONI,FLRY-B    ,35,M-1,PRODUCED,,LME Cash M-1 + 315$,151FLRY-B    0035,2,Feb,9.17,27.633507036095562,28.2436,3.2095,81.7964,404.38802073600004,11.42176,11.15084,44.099020800000005,8.92
COFICAB Maroc,LEONI,FLRY-B    ,50,M-1,PRODUCED,,LME Cash M-1 + 315$,151FLRY-B    0050,2,Feb,272.254,1148.8565107103436,1197.9176,136.127,2706.77362,16389.100946976003,11.42176,11.15084,60.19788685714286,9.942142857142857
COFICAB Maroc,LEONI,FLRY-B    ,75,M-1,PRODUCED,,LME Cash M-1 + 315$,151FLRY-B    0075,2,Feb,126.66,799.0645931017949,835.9559999999999,94.995,1632.6474,11180.736202560001,11.42176,11.15084,88.273616,12.89
COFICAB Maroc,LEONI,FLRY-B    ,100,M-1,PRODUCED,,LME Cash M-1 + 315$,151FLRY-B    0100,2,Feb,121.865,1021.3118724061588,1072.412,121.865,2004.67925,14253.511735120002,11.42176,11.15084,116.96148800000002,16.45
COFICAB Maroc,LEONI,FLRY-B    ,150,M-1,PRODUCED,,LME Cash M-1 + 315$,151FLRY-B    0150,2,Feb,47.905,585.2659523227494,632.346,71.8575,998.81925,8221.32349896,11.42176,11.15084,171.61723199999997,20.85
COFICAB Maroc,LEONI,FLRY-B    ,200,M-1,PRODUCED,,LME Cash M-1 + 315$,100FLRY-B    0200,2,Feb,68.489,1124.553409472483,1232.802,136.978,1845.09366,15925.862231520001,11.42176,11.15084,232.53168000000002,26.94
COFICAB Maroc,LEONI,FLRY-B    ,200,M-1,PRODUCED,,LME Cash M-1 + 315$,12FLRY-B    0200,2,Feb,5.424,89.05923130690692,97.632,10.848,146.12256000000002,1261.2518323200002,11.42176,11.15084,232.53168000000002,26.94
COFICAB Maroc,LEONI,FLRY-B    ,200,M-1,PRODUCED,,LME Cash M-1 + 315$,78FLRY-B    0200,2,Feb,1693.76,27810.649634658308,30487.68,3387.52,45629.894400000005,393852.85831680003,11.42176,11.15084,232.53168000000002,26.94
COFICAB Maroc,LEONI,FLRY-B    ,200,M-1,PRODUCED,,LME Cash M-1 + 315$,9FLRY-B    0200,2,Feb,1796.382,29495.648977427005,32334.876,3592.764,48394.53108,417715.72438176005,11.42176,11.15084,232.53168000000002,26.94
COFICAB Maroc,LEONI,FLRY-B    ,250,M-1,PRODUCED,,LME Cash M-1 + 315$,100FLRY-B    0250,2,Feb,3.02,61.46490458506386,66.44,7.55,94.46560000000001,853.3273344,11.42176,11.15084,282.55872,31.28
COFICAB Maroc,LEONI,FLRY-B    ,250,M-1,PRODUCED,,LME Cash M-1 + 315$,151FLRY-B    0250,2,Feb,105.015,2137.3301175498286,2310.33,262.5375,3284.8692,29672.903980799998,11.42176,11.15084,282.55872,31.28
COFICAB Maroc,LEONI,FLRY-B    ,250,M-1,PRODUCED,,LME Cash M-1 + 315$,78FLRY-B    0250,2,Feb,220.142,4480.46590237256,4843.124,550.355,6886.04176,62203.04173824,11.42176,11.15084,282.55872,31.279999999999998
COFICAB Maroc,LEONI,FLRY-B    ,250,M-1,PRODUCED,,LME Cash M-1 + 315$,9FLRY-B    0250,2,Feb,534.989,10888.426436774414,11769.758,1337.4725,16734.45592,151165.80705408,11.42176,11.15084,282.55872,31.28
COFICAB Maroc,LEONI,FLRY-B    ,300,M-1,PRODUCED,,LME Cash M-1 + 315$,100FLRY-B    0300,2,Feb,2.214,56.62108940130483,63.7632,6.642,127.90278,856.190747232,11.42176,11.15084,386.71668800000003,57.77
COFICAB Maroc,LEONI,FLRY-B    ,300,M-1,PRODUCED,,LME Cash M-1 + 315$,78FLRY-B    0300,2,Feb,401.086,10257.419269924005,11551.2768,1203.258,23170.73822,155106.64952316802,11.421760000000003,11.15084,386.71668800000003,57.77
COFICAB Maroc,LEONI,FLRY-B    ,300,M-1,PRODUCED,,LME Cash M-1 + 315$,9FLRY-B    0300,2,Feb,19.636,502.17331142006395,565.5168,58.908,1134.37172,7593.568885568,11.42176,11.15084,386.71668800000003,57.77
COFICAB Maroc,LEONI,FLRY-B    ,400,M-1,PRODUCED,,LME Cash M-1 + 315$,100FLRY-B    0400,2,Feb,5.535,182.3219099164598,194.83200000000002,22.14,294.18525,2519.5095943200004,11.42176,11.15084,455.19595200000003,53.15
COFICAB Maroc,LEONI,FLRY-B    ,400,M-1,PRODUCED,,LME Cash M-1 + 315$,151FLRY-B    0400,2,Feb,31.240000000000002,1029.0400118862158,1099.6480000000001,124.96000000000001,1660.406,14220.321540480001,11.42176,11.15084,455.19595200000003,53.14999999999999
COFICAB Maroc,LEONI,FLRY-B    ,400,M-1,PRODUCED,,LME Cash M-1 + 315$,78FLRY-B    0400,2,Feb,223.264,7354.276223231884,7858.8928000000005,893.056,11866.4816,101628.86902732801,11.42176,11.15084,455.1959520000001,53.15
COFICAB Maroc,LEONI,FLRY-B    ,400,M-1,PRODUCED,,LME Cash M-1 + 315$,9FLRY-B    0400,2,Feb,191.721,6315.255445545364,6748.579200000001,766.884,10189.97115,87270.62311339201,11.42176,11.15084,455.19595200000003,53.15
COFICAB Maroc,LEONI,FLRY-B    ,500,M-1,PRODUCED,,LME Cash M-1 + 315$,78FLRY-B    0500,2,Feb,170.0,6681.142431132478,8159.999999999999,850.0,15658.699999999999,108860.26160000001,11.42176,11.150839999999999,640.3544800000001,92.11
COFICAB Maroc,LEONI,FLRY-B    ,500,M-1,PRODUCED,,LME Cash M-1 + 315$,9FLRY-B    0500,2,Feb,7.797,306.4286325619996,374.256,38.985,718.1816699999999,4992.843880560001,11.42176,11.15084,640.3544800000001,92.11
COFICAB Maroc,LEONI,FLRY-B    ,600,M-1,PRODUCED,,LME Cash M-1 + 315$,151FLRY-B    0600,2,Feb,2.0300000000000002,100.32418863415639,108.402,12.18,165.6886,1403.8302275200003,11.42176,11.15084,691.5419840000001,81.62
COFICAB Maroc,LEONI,FLRY-B    ,600,M-1,PRODUCED,,LME Cash M-1 + 315$,78FLRY-B    0600,2,Feb,7.9350000000000005,392.1539097596212,423.72900000000004,47.61000000000001,647.6547,5487.385643040001,11.42176,11.15084,691.5419840000001,81.62
COFICAB Maroc,LEONI,FLRY-B    ,600,M-1,PRODUCED,,LME Cash M-1 + 315$,9FLRY-B    0600,2,Feb,11.35,560.9258822648645,606.09,68.10000000000001,926.3870000000001,7849.001518400001,11.42176,11.15084,691.5419840000001,81.62
COFICAB Maroc,LEONI,FLRYW-A   ,50,M-1,PRODUCED,,LME Cash M-1 + 315$,151FLRYW-A   0050,2,Feb,139.534,589.9490844152741,613.9496,69.767,2326.0317800000003,9338.416763296002,11.42176,11.15084,66.92574400000001,16.67
COFICAB Maroc,LEONI,FLRYW-A   ,75,M-1,PRODUCED,,LME Cash M-1 + 315$,151FLRYW-A   0075,2,Feb,30.634,193.8970942947013,202.18439999999998,22.9755,563.97194,2873.273632544,11.42176,11.15084,93.793616,18.41
COFICAB Maroc,LEONI,FLRYW-A   ,150,M-1,PRODUCED,,LME Cash M-1 + 315$,151FLRYW-A   0150,2,Feb,37.471000000000004,459.47420759387734,494.61719999999997,56.2065,970.87361,6620.272560272,11.42176,11.15084,176.677232,25.91
COFICAB Maroc,LEONI,FLRYWD    ,75,M-1,PRODUCED,,LME Cash M-1 + 315$,151FLRYWD    0075,2,Feb,8.001,50.47620250598027,52.806599999999996,6.000749999999999,148.65857999999997,751.802891616,11.42176,11.15084,93.963616,18.58
COFICAB Maroc,LEONI,FLRYWD    ,1600,M-1,PRODUCED,,LME Cash M-1 + 315$,151FLRYWD    1600,2,Feb,0.999,132.84586338411765,140.859,15.984000000000002,256.77297,1865.6306618400001,11.42176,11.15084,1867.49816,257.03
COFICAB Maroc,LEONI,FLY       ,1000,M-1,PRODUCED,,LME Cash M-1 + 315$,151FLY       1000,2,Feb,23.68,2013.2137156686358,2131.2,236.8,3604.3328,27946.387712,11.42176,11.15084,1180.1684,152.21
COFICAB Maroc,LEONI,FLY       ,1600,M-1,PRODUCED,,LME Cash M-1 + 315$,151FLY       1600,2,Feb,0.9400000000000001,125.00011169276337,132.54000000000002,15.040000000000001,192.76579999999998,1706.6058704000002,11.42176,11.15084,1815.53816,205.07
COFICAB Maroc,LEONI,FLY-B     ,600,M-1,PRODUCED,,LME Cash M-1 + 315$,151FLY-B     0600,2,Feb,2.108,104.17900967527177,112.5672,12.648,190.07836000000003,1475.7939022720002,11.42176,11.15084,700.091984,90.17
COFICAB Maroc,LEONI,G4ZH      ,1000,M-1,PRODUCED,,LME Cash M-1 + 315$,100G4ZH      1000,2,Feb,1.202,97.33684656249277,108.17999999999999,12.02,227.92324,1463.5292367999998,11.42176,11.15084,1217.5783999999999,189.62
COFICAB Maroc,LEONI,G4ZH      ,2500,M-1,PRODUCED,,LME Cash M-1 + 315$,100G4ZH      2500,2,Feb,1.2530000000000001,249.30319109323898,275.65999999999997,31.325000000000003,538.31386,3686.8362216000005,11.42176,11.15084,2942.4072,429.62
COFICAB Maroc,LEONI,H4        ,1000,M-1,PRODUCED,,LME Cash M-1 + 315$,100H4        1000,2,Feb,1.601,129.6483153991291,144.09,16.01,557.7883999999999,2203.5497978642998,11.421759996282182,11.15084,1376.3583996653965,348.4
COFICAB Maroc,LEONI,H4ZH      ,2000,M-1,PRODUCED,,LME Cash M-1 + 315$,100H4ZH      2000,2,Feb,20.789,3255.6275677324447,3742.02,415.78,9844.00728,52584.4616352,11.42176,11.15084,2529.4368,473.52
COFICAB Maroc,LEONI,H4ZH      ,2500,M-1,PRODUCED,,LME Cash M-1 + 315$,100H4ZH      2500,2,Feb,3.9130000000000003,779.5274331927437,919.5550000000001,97.825,1985.96489,12488.901406800001,11.42176,11.15084,3191.643600000001,507.53
COFICAB Maroc,LEONI,IRT2      ,50,M-1,PRODUCED,,LME Cash M-1 + 315$,12IRT2      0050,2,Feb,36.117,152.70313207088103,158.9148,18.0585,376.70031,2191.787016048,11.42176,11.15084,60.68574400000001,10.43
COFICAB Maroc,LEONI,IRT2      ,300,M-1,PRODUCED,,LME Cash M-1 + 315$,100IRT2      0300,2,Feb,19.865,508.0037992602076,516.49,59.595,936.8334,6836.0582224,11.42176,11.15084,344.12576,47.16
COFICAB Maroc,LEONI,R3 IA     ,35,M-1,PRODUCED,,LME Cash M-1 + 315$,78R3 IA     0035,2,Feb,2880.461,8295.200993437353,8641.383,1008.16135,38022.085199999994,136721.88789408002,11.42176,11.15084,47.46528000000001,13.2
COFICAB Maroc,LEONI,R3 IA     ,35,M-1,PRODUCED,,LME Cash M-1 + 315$,9R3 IA     0035,2,Feb,4851.026,13970.0678795479,14553.078,1697.8591,64033.54319999999,230255.30737728003,11.42176,11.15084,47.46528000000001,13.2
COFICAB Maroc,LEONI,YBF       ,35,M-1,PRODUCED,,LME Cash M-1 + 315$,100YBF       0035,2,Feb,31.6,95.22655378960843,99.53999999999999,11.06,272.07599999999996,1408.9979904,11.42176,11.15084,44.58854399999999,8.61
